,article,cat0,cat1,cat2
3384,Nitrogen_cycle,Science,Biology,General_Biology
3385,Nitrogen_cycle,Science,Chemistry,General_Chemistry
3386,Nitrogen_fixation,Science,Biology,General_Biology
3387,Nitrogen_fixation,Science,Chemistry,General_Chemistry
3388,Niue,Geography,Geography_of_Oceania_Australasia,
3389,Noam_Chomsky,Language_and_literature,Linguistics,
3390,Nobel_Peace_Prize,Citizenship,Conflict_and_Peace,
3391,Nobelium,Science,Chemistry,Chemical_elements
3392,Nobiin_language,Language_and_literature,Languages,
3393,Norfolk,Geography,Geography_of_Great_Britain,
3394,Norfolk_Island,Geography,Geography_of_Oceania_Australasia,
3395,Norman_Borlaug,People,Human_Scientists,
3396,Norman_conquest_of_England,History,British_History,British_History_1500_and_before_including_Roman_Britain
3397,Norse_mythology,Religion,Myths,
3398,North_Africa,Geography,African_Geography,
3399,North_America,Geography,North_American_Geography,
3400,North_Atlantic_oscillation,Geography,Climate_and_the_Weather,
3401,North_Korea,Geography,Geography_of_Asia,Asian_Countries
3402,North_Korea,Countries,,
3403,North_Sea,Geography,General_Geography,
3404,North_Sea_flood_of_1953,Geography,Natural_Disasters,
3405,North_Sea_oil,Business_Studies,Business,
3406,Northern_Ireland,Geography,Geography_of_Great_Britain,
3407,Northern_Mariana_Islands,Geography,Geography_of_Oceania_Australasia,
3408,Northern_Pacific_Railway,Design_and_Technology,Railway_transport,
3409,Northwest_Africa,Geography,African_Geography,
3410,Norway,Countries,,
3411,Norway,Geography,European_Geography,European_Countries
3412,Norwich,Geography,Geography_of_Great_Britain,
3413,Nostradamus,People,Religious_figures_and_leaders,
3414,Nottingham,Geography,Geography_of_Great_Britain,
3415,Nouakchott,Geography,African_Geography,
3416,Novel,Language_and_literature,Literature_types,
3417,Novelty_(locomotive),Design_and_Technology,Railway_transport,
3418,Nuclear_fission,Science,Physics,General_Physics
3419,Nuclear_power,Design_and_Technology,Engineering,
3420,Nuclear_weapon,History,Military_History_and_War,
3421,Number,Mathematics,,
3422,Numismatics,Business_Studies,Currency,
3423,Nurse_sharks,Science,Biology,Insects_Reptiles_and_Fish
3424,Nuthatch,Science,Biology,Birds
3425,Nutmeg,Everyday_life,Food_and_agriculture,
3426,Nutrition,Science,Biology,Health_and_medicine
3427,Oasis_(band),Music,Performers_and_composers,
3428,Oat,Science,Biology,Plants
3429,Obi-Wan_Kenobi,Everyday_life,Films,
3430,Ocean,Geography,Geology_and_geophysics,
3431,Oceania,Geography,Geography_of_Oceania_Australasia,
3432,Oceanography,Geography,Geology_and_geophysics,
3433,Odin,Religion,Divinities,
3434,Odysseus,History,Ancient_History_Classical_History_and_Mythology,
3435,Odyssey,History,Ancient_History_Classical_History_and_Mythology,
3436,Oenothera,Science,Biology,Plants
3437,Ohm,Science,Physics,Electricity_and_Electronics
3438,Oil_painting,Art,Art,
3439,Oil_refinery,Business_Studies,Business,
3440,Oil_reservoir,Geography,Geology_and_geophysics,
3441,Okapi,Science,Biology,Mammals
3442,Olaudah_Equiano,People,Historical_figures,
3443,Old_English_language,Language_and_literature,Languages,
3444,Old_Nubian_language,Language_and_literature,Languages,
3445,Old_Swiss_Confederacy,History,General_history,
3446,Oleg_of_Novgorod,History,Ancient_History_Classical_History_and_Mythology,
3447,Oligarchy,Citizenship,Politics_and_government,
3448,Oligocene,Geography,Geology_and_geophysics,
3449,Olive_oil,Everyday_life,Food_and_agriculture,
3450,Oliver_Cromwell,People,Historical_figures,
3451,Oliver_Cromwell,People,Monarchs_of_Great_Britain,
3452,Oliver_Twist,Language_and_literature,Novels,
3453,Ollanta_Humala,People,Political_People,
3454,Olmec,History,Ancient_History_Classical_History_and_Mythology,
3455,Olympic_Games,Everyday_life,Sports_events,
3456,Oman,Countries,,
3457,Oman,Geography,Geography_of_the_Middle_East,Middle_Eastern_Countries
3458,Omega-3_fatty_acid,Science,Biology,Health_and_medicine
3459,One_Flew_Over_the_Cuckoo's_Nest_(novel),Language_and_literature,Novels,
3460,One_Foot_in_the_Grave,Everyday_life,Television,
3461,Onion,Everyday_life,Food_and_agriculture,
3462,Onion_dome,Design_and_Technology,Architecture,
3463,OpenBSD,IT,Software,
3464,OpenOffice.org,IT,Software,
3465,Open_cluster,Science,Physics,Space_Astronomy
3466,Open_source,IT,Websites_and_the_Internet,
3467,Opera,Language_and_literature,Poetry_and_Opera,
3468,Oppression,Citizenship,Animal_and_Human_Rights,
3469,Optical_fiber,Science,Physics,General_Physics
3470,Optical_microscope,Design_and_Technology,Engineering,
3471,Optical_microscope,Science,Physics,General_Physics
3472,Optical_telescope,Design_and_Technology,Engineering,
3473,Optical_telescope,Science,Physics,Space_Astronomy
3474,Opuntia_imbricata,Science,Biology,Plants
3475,Opus_Dei,Religion,Religious_disputes,
3476,Opus_Dei,Religion,Religious_movements_traditions_and_organizations,
3477,Orbit_(anatomy),Science,Biology,Health_and_medicine
3478,Orca,Science,Biology,Mammals
3479,Order_of_Canada,History,Military_History_and_War,
3480,Order_of_St._Patrick,History,Military_History_and_War,
3481,Order_of_the_Bath,History,Military_History_and_War,
3482,Order_of_the_Garter,History,Military_History_and_War,
3483,Order_of_the_Thistle,History,Military_History_and_War,
3484,Ordinal_number,Mathematics,,
3485,Ordinary_differential_equation,Mathematics,,
3486,Ordination_of_women,Religion,Religious_disputes,
3487,Ordovician,Geography,Geology_and_geophysics,
3488,Oregano,Everyday_life,Food_and_agriculture,
3489,Oregano,Science,Biology,Plants
3490,Oregon,Geography,North_American_Geography,
3491,Organism,Science,Biology,General_Biology
3492,Organization,Business_Studies,Economics,
3493,Orion_Nebula,Science,Physics,Space_Astronomy
3494,Orkney,Geography,Geography_of_Great_Britain,
3495,Ormulum,Language_and_literature,General_Literature,
3496,Ornithischia,Science,Biology,Dinosaurs
3497,Oroonoko,Language_and_literature,Novels,
3498,Osaka,Geography,Geography_of_Asia,
3499,Osama_bin_Laden,People,Political_People,
3500,Osiris,Religion,Divinities,
3501,Oslo,Geography,European_Geography,
3502,Osmium,Science,Chemistry,Chemical_elements
3503,Osprey,Science,Biology,Birds
3504,Osteomalacia,Science,Biology,Health_and_medicine
3505,Ostrich,Science,Biology,Birds
3506,Oswald_of_Northumbria,History,British_History,British_History_1500_and_before_including_Roman_Britain
3507,Ottawa,Geography,North_American_Geography,
3508,Otter,Science,Biology,Mammals
3509,Otto_von_Bismarck,People,Historical_figures,
3510,Ottoman_Empire,History,Ancient_History_Classical_History_and_Mythology,
3511,Ouagadougou,Geography,African_Geography,
3512,Outer_Hebrides,Geography,Geography_of_Great_Britain,
3513,Overseas_Railroad,Design_and_Technology,Railway_transport,
3514,Oviraptor,Science,Biology,Dinosaurs
3515,Owl,Science,Biology,Birds
3516,Oxbow_lake,Geography,Geology_and_geophysics,
3517,Oxford,Geography,Geography_of_Great_Britain,
3518,Oxygen,Science,Chemistry,Chemical_elements
3519,Oxyrhynchus,History,Archaeology,
3520,Ozone,Science,Chemistry,Chemical_compounds
3521,Ozone,Geography,Climate_and_the_Weather,
3522,Ozone_depletion,Geography,Climate_and_the_Weather,
3523,Ozone_depletion,Citizenship,Environment,
3524,Póvoa_de_Varzim,Geography,European_Geography,
3525,PONG,Everyday_life,Computer_and_Video_games,
3526,PRR_GG1,Design_and_Technology,Railway_transport,
3527,PRR_M1,Design_and_Technology,Railway_transport,
3528,PSR_B1620-26c,Science,Physics,Space_Astronomy
3529,Pablo_Picasso,People,Artists,
3530,Pac-Man,Everyday_life,Computer_and_Video_games,
3531,Pachycephalosaurus,Science,Biology,Dinosaurs
3532,Pacific_Ocean,Geography,General_Geography,
3533,Painting,Art,Art,
3534,Pakistan,Geography,Geography_of_Asia,Asian_Countries
3535,Pakistan,Countries,,
3536,Palace_of_Westminster,Design_and_Technology,Architecture,
3537,Palau,Geography,Geography_of_Oceania_Australasia,
3538,Palazzo_Pitti,Design_and_Technology,Architecture,
3539,Paleocene,Geography,Geology_and_geophysics,
3540,Paleontology,Geography,General_Geography,
3541,Palestinian_territories,Countries,,
3542,Palestinian_territories,Geography,Geography_of_the_Middle_East,Middle_Eastern_Countries
3543,Pali_Canon,Religion,Religious_texts,
3544,Palio_di_Siena,Geography,European_Geography,
3545,Palladian_architecture,Design_and_Technology,Architecture,
3546,Palladium,Science,Chemistry,Chemical_elements
3547,Palm_oil,Everyday_life,Food_and_agriculture,
3548,Palmyra_Atoll,Geography,Geography_of_Oceania_Australasia,
3549,Pan_Am_Flight_103,History,Recent_History,
3550,Panama,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
3551,Panama,Countries,,
3552,Panama_Canal,Design_and_Technology,Air_and_Sea_transport,
3553,Pandanus,Science,Biology,Plants
3554,Papal_conclave,Religion,Religious_movements_traditions_and_organizations,
3555,Paprika,Everyday_life,Food_and_agriculture,
3556,Papua_New_Guinea,Countries,,
3557,Papua_New_Guinea,Geography,Geography_of_Oceania_Australasia,
3558,Paraguay,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
3559,Paraguay,Countries,,
3560,Parasaurolophus,Science,Biology,Dinosaurs
3561,Paricutín,Geography,Central_and_South_American_Geography,
3562,Paris,Geography,European_Geography,
3563,Park,Everyday_life,Recreation,
3564,Parliament_of_Canada,Citizenship,Politics_and_government,
3565,Parliament_of_Malaysia,Citizenship,Politics_and_government,
3566,Parliament_of_the_United_Kingdom,Citizenship,Politics_and_government,
3567,Parliamentary_system,Citizenship,Politics_and_government,
3568,Parrot,Science,Biology,Birds
3569,Parsley,Everyday_life,Food_and_agriculture,
3570,Parsley,Science,Biology,Plants
3571,Parsnip,Everyday_life,Food_and_agriculture,
3572,Parsnip,Science,Biology,Plants
3573,Parthenon,Design_and_Technology,Architecture,
3574,Pashtun_people,Geography,Peoples,
3575,Passenger_Pigeon,Science,Biology,Birds
3576,Pat_Cash,People,Sports_and_games_people,
3577,Patna,Geography,Geography_of_Asia,
3578,Paul_Cézanne,People,Artists,
3579,Paul_Dirac,People,Astronomers_and_physicists,
3580,Paul_Kane,People,Artists,
3581,Paul_McCartney,People,Performers_and_composers,
3582,Paul_of_Tarsus,People,Religious_figures_and_leaders,
3583,Pea,Everyday_life,Food_and_agriculture,
3584,Pea,Science,Biology,Plants
3585,Peace,Citizenship,Conflict_and_Peace,
3586,Peaceful_coexistence,Citizenship,Conflict_and_Peace,
3587,Peafowl,Science,Biology,Birds
3588,Peak_District,Geography,Geography_of_Great_Britain,
3589,Peanut,Everyday_life,Food_and_agriculture,
3590,Peanut,Science,Biology,Plants
3591,Pearl,Everyday_life,Everyday_life,
3592,Pedagogy,Citizenship,Education,
3593,Pedro_del_Valle,People,Military_People,
3594,Pelé,People,Sports_and_games_people,
3595,Pelagic_zone,Geography,Geology_and_geophysics,
3596,Pellagra,Science,Biology,Health_and_medicine
3597,Pelycosaur,Science,Biology,Dinosaurs
3598,Penda_of_Mercia,People,Historical_figures,
3599,Penguin,Science,Biology,Birds
3600,Pennine_Way,Geography,Geography_of_Great_Britain,
3601,Pennsylvania_Railroad,Design_and_Technology,Railway_transport,
3602,Pentateuch,Religion,Religious_texts,
3603,People's_Republic_of_China,Geography,Geography_of_Asia,Asian_Countries
3604,People's_Republic_of_China,Countries,,
3605,Pere_Marquette_1225,Design_and_Technology,Railway_transport,
3606,Peregrine_Falcon,Science,Biology,Birds
3607,Perfect_number,Mathematics,,
3608,Pericles,People,Military_People,
3609,Periodic_table,Science,Chemistry,General_Chemistry
3610,Periodic_table_(large_version),Science,Chemistry,Chemical_elements
3611,Perl,IT,Computer_Programming,
3612,Permian,Geography,Geology_and_geophysics,
3613,Pernicious_anemia,Science,Biology,Health_and_medicine
3614,Persian_Empire,History,Ancient_History_Classical_History_and_Mythology,
3615,Persian_Gulf,Geography,General_Geography,
3616,Persian_literature,Language_and_literature,Literature_types,
3617,"Perth,_Western_Australia",Geography,Geography_of_Oceania_Australasia,
3618,Peru,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
3619,Peru,Countries,,
3620,Pete_Sampras,People,Sports_and_games_people,
3621,Peter_Grimes,Language_and_literature,Poetry_and_Opera,
3622,Peter_I_of_Russia,People,Historical_figures,
3623,Peter_Paul_Rubens,People,Artists,
3624,Peterborough_Chronicle,Language_and_literature,General_Literature,
3625,Petroleum,Business_Studies,Business,
3626,Petroleum,Geography,Geology_and_geophysics,
3627,Phase_(matter),Science,Physics,General_Physics
3628,Pheidippides,History,Ancient_History_Classical_History_and_Mythology,
3629,Phenylketonuria,Science,Biology,Health_and_medicine
3630,Philadelphia,Geography,North_American_Geography,
3631,Philately,Everyday_life,Recreation,
3632,Philip_II_of_Spain,People,Historical_figures,
3633,Philippines,Geography,Geography_of_Asia,Asian_Countries
3634,Philippines,Countries,,
3635,Philosophiae_Naturalis_Principia_Mathematica,History,British_History,British_History_15001750
3636,Philosophy,Religion,Philosophy,
3637,Philosophy_of_mind,Religion,Philosophy,
3638,Phineas_Gage,Science,Biology,Health_and_medicine
3639,Phishing,IT,Websites_and_the_Internet,
3640,Phla-Pherá_languages,Language_and_literature,Languages,
3641,Phoenix_(spacecraft),Science,Physics,Space_transport
3642,Phoenix_Zoo,Geography,North_American_Geography,
3643,Phonograph_cylinder,Design_and_Technology,Engineering,
3644,Phosphorus,Science,Chemistry,Chemical_elements
3645,Phosphorus_tribromide,Science,Chemistry,Chemical_compounds
3646,Phosphorus_trichloride,Science,Chemistry,Chemical_compounds
3647,Phosphoryl_chloride,Science,Chemistry,Chemical_compounds
3648,Photography,Art,Art,
3649,Photography,Everyday_life,Recreation,
3650,Photon,Science,Physics,General_Physics
3651,Photosynthesis,Science,Biology,General_Biology
3652,Photosynthetic_reaction_centre,Science,Biology,General_Biology
3653,Photovoltaic_array,Design_and_Technology,Engineering,
3654,Physical_paradox,Science,Physics,General_Physics
3655,Physical_science,Science,Physics,General_Physics
3656,Physics,Science,Physics,General_Physics
3657,Pi,Mathematics,,
3658,Piano,Music,Musical_Instruments,
3659,Piccadilly_Circus,Geography,Geography_of_Great_Britain,
3660,Picts,History,British_History,British_History_1500_and_before_including_Roman_Britain
3661,Picts,Geography,Peoples,
3662,Pied_Avocet,Science,Biology,Birds
3663,Pig,Everyday_life,Food_and_agriculture,
3664,Pig,Science,Biology,Mammals
3665,Pigeon,Science,Biology,Birds
3666,Pigment,Science,Chemistry,Materials_science
3667,Pink_Pigeon,Science,Biology,Birds
3668,Pinworm,Science,Biology,Health_and_medicine
3669,Pinworm,Science,Biology,Organisms
3670,Pitcairn_Islands,Geography,Geography_of_Oceania_Australasia,
3671,Plains_Zebra,Science,Biology,Mammals
3672,Planet,Science,Physics,The_Planets
3673,Planetary_habitability,Science,Physics,The_Planets
3674,Planetary_nebula,Science,Physics,Space_Astronomy
3675,Plant,Science,Biology,General_Biology
3676,Plant_cell,Science,Biology,General_Biology
3677,Plasma_(physics),Science,Physics,General_Physics
3678,Plate_tectonics,Geography,Geology_and_geophysics,
3679,Plateosaurus,Science,Biology,Dinosaurs
3680,Platinum,Science,Chemistry,Chemical_elements
3681,Plato,People,Philosophers,
3682,Platypus,Science,Biology,Mammals
3683,Playing_card,Everyday_life,Games,
3684,Pleiades_(star_cluster),Science,Physics,Space_Astronomy
3685,Plesiosaur,Science,Biology,Dinosaurs
3686,Pliocene,Geography,Geology_and_geophysics,
3687,Plover,Science,Biology,Birds
3688,Plum,Everyday_life,Food_and_agriculture,
3689,Plum,Science,Biology,Plants
3690,Pluto,Science,Physics,Space_Astronomy
3691,Pluto,Science,Physics,The_Planets
3692,Plutonium,Science,Chemistry,Chemical_elements
3693,Plymouth,Geography,Geography_of_Great_Britain,
3694,Pneumonia,Science,Biology,Health_and_medicine
3695,Pochard,Science,Biology,Birds
3696,Podcasting,IT,Websites_and_the_Internet,
3697,Poetry,Language_and_literature,Literature_types,
3698,Poetry,Language_and_literature,Poetry_and_Opera,
3699,Poetry_of_the_United_States,Language_and_literature,Poetry_and_Opera,
3700,Poison_gas_in_World_War_I,History,Military_History_and_War,
3701,Pokémon_Trading_Card_Game,Everyday_life,Games,
3702,Poland,Countries,,
3703,Poland,Geography,European_Geography,European_Countries
3704,Polar_coordinate_system,Mathematics,,
3705,Polar_ice_cap,Geography,Antarctica,
3706,Police,Citizenship,Law,
3707,Police_state,Citizenship,Politics_and_government,
3708,Polish–Muscovite_War_(1605–1618),History,Pre_1900_Military,
